epoch,loss,val_loss
0,0.07448704678761887,0.07322903686880092
1,0.07261378822228716,0.07265609276132755
2,0.07261389465748945,0.0726592031421314
3,0.07261263796339802,0.0726774503939707
4,0.07258641222941968,0.07549511462544417
5,0.07133917068653779,0.07316373213119637
6,0.06793180535643127,0.0684792736278492
7,0.06689413260334032,0.066922864005911
8,0.06643547045099904,0.0665060490441831
9,0.06614679291182074,0.06616442365896942
10,0.06595365786692278,0.06597920223899158
11,0.06579692148879862,0.06591423507391721
12,0.06568055162310503,0.06570273981052233
13,0.06557877067390269,0.06571736044412972
14,0.06549622950610579,0.06553859717101927
15,0.06542366234940504,0.06552656457277711
16,0.06535555358964248,0.06537911933642623
17,0.06529690546180256,0.06535110850794391
18,0.06523537127454135,0.06528602791495235
19,0.06518853638650368,0.06527528649773234
20,0.06513760947227423,0.06529241915563083
21,0.06509851779546466,0.06526235518857507
22,0.06505454330565207,0.06523779529415581
23,0.06502084567981742,0.06509463062438792
24,0.06498495036185499,0.06507992931859138
25,0.06495572881727821,0.0651217260101295
26,0.06493275324697953,0.06508272266036214
27,0.06490501373126317,0.06520071707431188
28,0.06487715510189097,0.06510005066654725
29,0.06486082900982243,0.06562279671515042
30,0.06484200667921128,0.06530641731365976
31,0.06480555095171164,0.06489836184019485
32,0.06476413077339448,0.06488588213756653
33,0.06474154212375786,0.06497930931456786
34,0.06471150160231391,0.06495609995742145
35,0.06469197469387346,0.06541895736856528
36,0.06467862200849772,0.06526042030297392
37,0.0646637579370396,0.06507353634909006
38,0.06465330510888787,0.06502809218787853
39,0.06464513530918817,0.06475655020281838
40,0.06463214067830682,0.06477168879895076
41,0.06461116592912779,0.065235473088899
42,0.06461147917068766,0.06501102049209849
43,0.06458806605611271,0.06486153449837735
44,0.0645689118314859,0.06490256133343224
45,0.06454990081586427,0.06468430169797337
46,0.06453359807705229,0.064665896032806
47,0.06451493889072907,0.064918636637323
48,0.06449769556467101,0.0650185164145518
49,0.06448777367953885,0.06459426368315194
50,0.06447098327832884,0.0646735086346551
51,0.06446452676611522,0.06474021065605742
52,0.06445044172845726,0.0646545696164652
53,0.06444255857482953,0.06475510211249434
54,0.06444002355805724,0.0646490801916279
55,0.06442623635390822,0.06481658415205976
56,0.06440818532303098,0.0645844990868512
57,0.06439178964159885,0.06459657281170211
58,0.0643810869487853,0.06458246959539468
59,0.06436093856386746,0.06459347408679073
60,0.06435069395763861,0.06455632050418122
61,0.06434911404642822,0.06455729750394423
62,0.06435085989098449,0.06458665402353078
63,0.06434175335997151,0.06459301075606093
64,0.06432967914274546,0.06452809224642005
65,0.06431622285050353,0.06451494715689302
66,0.06430174592326679,0.06449138325444856
67,0.06429288122911725,0.06449918966702489
68,0.06428651430333926,0.06450289066934967
69,0.06428120004814307,0.06453185661407605
70,0.06427407123106368,0.0645333827324342
71,0.0642707330075171,0.06458451454565711
72,0.06426057605859312,0.06456962597928538
73,0.06424369005083613,0.06464328284506242
74,0.0642287514696908,0.06469440804355084
75,0.06423005188267324,0.06469427189502662
76,0.06421733309109871,0.06459154190247526
77,0.06420582538968472,0.06450558986603608
78,0.06420456206271202,0.06461270966392137
79,0.06420605745001898,0.06451042532389274
80,0.06419875048719928,0.06444870627165875
81,0.06418698336970612,0.06443405747512992
82,0.06417451134634138,0.06445398698957548
83,0.06416169862243092,0.06444147828942161
84,0.06415064579626492,0.06443536545256015
85,0.064143333610385,0.0643884829517344
86,0.06414137316020008,0.06437926209753882
87,0.06414490572496358,0.06443253988414074
88,0.06415451242900337,0.06439625584601283
89,0.06416370489311984,0.06441880923909016
90,0.06415979248738374,0.06435902401554046
91,0.06414479255503631,0.06432942345745862
92,0.06412566536991111,0.06431486730447192
93,0.06411026341562379,0.06432501265040476
94,0.06409394752050017,0.06435429200636862
95,0.06407219765306957,0.06437026260594246
96,0.06405218694375288,0.06436678280724469
97,0.06403673235816429,0.06435215700455638
98,0.06402685734333353,0.06434593152470301
99,0.06402247640209778,0.06436918215749463
100,0.06401660494994309,0.06440403302508924
101,0.06401269301243959,0.06449469916645457
102,0.06400775568604516,0.06445245140119282
103,0.06400056406028103,0.06445664930843396
104,0.06399640770302753,0.06441279578470234
105,0.06399273512460484,0.06435239310313472
106,0.06399046426445637,0.06435486214158734
107,0.06399006087119728,0.06437519255042533
108,0.0639914291580359,0.06440159503092943
109,0.06399065708003605,0.06442899609043273
110,0.06398901605453437,0.06437744790041401
111,0.0639885987378757,0.06435437297166278
112,0.06398642879085868,0.06434730315684357
